Job_Roles,text,avg_exp,salary,locations,skills
Analyst,analyst careerxperts consult bengaluru python automation test java lead test data analytics,4.5,Not disclosed,Bengaluru,"c#
python
Automation testing
java
C
QA Lead
testing
Data analytics"
Analyst,analyst careerxperts consult bengaluru python automation test java test data analytics test lead,7.5,Not disclosed,Bengaluru,"c#
QA
python
Automation testing
java
testing
Data analytics
Test Lead"
Data Engineer,data engineer xpheno bengaluru computer science metadata mis workflow management data structure sqoop data warehouse analytics,7.5,Not disclosed,Bengaluru,"Computer science
metadata
MIS
Workflow management
Data structures
sqoop
Data warehousing
Analytics"
Data Engineer,data engineer palnar transmedia pvt ltd trivandrum bengaluru computer science performance tune data model rdbms production plan flex dms subject matter expertise,10.5,Not disclosed,"Trivandrum, Bengaluru","Computer science
Performance tuning
Data modeling
RDBMS
Production planning
Flex
Dms
Subject matter expertise"
Data Engineer,data engineer parallelstack sytems bengaluru wireless telecom linux data management package jira analytics,2.5,Not disclosed,Bengaluru,"Wireless
Telecom
Linux
3G
Data management
Packaging
JIRA
Analytics"
Big Data Engineer,big data engineer saffron consultancy service scs bengaluru technical product configuration design mysql javascript integration php html,11.0,Not disclosed,Bengaluru,"Technical product configuration
c++
C
design
MySQL
JavaScript
integration PHP
HTML"
Data Engineer,data engineer menorah personnel management india private limit bengaluru computer science personnel management program data structure system design hardware management,8.5,Not disclosed,Bengaluru,"Computer science
Personnel management
Programming
Data structures
System design
Hardware
Management"
Big Data Engineer,big data engineer job resource corner bengaluru san cloud compute core java multithreading french nosql rdbms cassandra,6.5,Not disclosed,Bengaluru,"SAN
Cloud computing
Core Java
Multithreading
French
NoSQL
RDBMS
cassandra"
Big Data Engineer,big data engineer telamon solutions bengaluru spring boot min spark big data,8.5,Not disclosed,Bengaluru,"spring boot
MIN
spark
J2Ee
big data"
Data Engineer,data engineer knoema bengaluru bengaluru bangalore skills development database data methodologies domain data engineer dbms,3.5,Not disclosed,"Bengaluru, Bengaluru / Bangalore","skills
development
database
data
methodologies
domain
Data Engineer
dbms"
Manager,manager bridgetree research service ltd bengaluru kolkata database design olap json informatica store procedures ssis troubleshoot analytics,3.5,Not disclosed,"Bengaluru, Kolkata","Database design
OLAP
JSON
Informatica
Stored procedures
SSIS
Troubleshooting
Analytics"
Data Engineer,data engineer ansr global corporation private limit bengaluru power dax data warehouse sql,3.5,1500000 - 1800000 ,Bengaluru,"Power Bi
DAX
Data Warehousing
SQL"
Data Engineer,data engineer quberoot analytics bengaluru analytics metadata publish function bfsi analytical healthcare healthcare analytics,5.5,Not disclosed,Bengaluru,"analytics
metadata
Publishing
functions
Bfsi
Analytical
Healthcare
healthcare analytics"
Big Data Engineer,big data engineer unravel bengaluru sales focus management troubleshoot big data operations yarn enterprise software,7.5,Not disclosed,Bengaluru,"Sales
Focus
Management
Troubleshooting
big data
Operations
YARN
Enterprise software"
Big Data Engineer,big data engineer people gamut bengaluru min spark scala hadoop cloud openstack big data aws,8.5,Not disclosed,Bengaluru,"MIN
spark
SCALA
Hadoop
Cloud
openstack
big data
AWS"
Manager,manager corporate consultants bengaluru pdf data management informatica test case unit test big data monitor process compliance,5.5,Not disclosed,Bengaluru,"PDF
Data management
Informatica
Test cases
Unit testing
big data
Monitoring
Process compliance"
Data Engineer,data engineer inc chennai bengaluru process development code service data process develop html,3.5,Not disclosed,"Chennai, Bengaluru","process
development
UX
code
Service
Data processing
developing
HTML"
Data Engineer,data engineer xpheno bengaluru computer science advance analytics switchgear software development life cycle data analytics dms big data aws,7.5,Not disclosed,Bengaluru,"Computer science
advanced analytics
Switchgear
Software development life cycle
Data analytics
Dms
big data
AWS"
Data Engineer,data engineer fiddich consult bengaluru computer science automation data domain data model analytical technical business intelligence data mine,6.5,Not disclosed,Bengaluru,"Computer science
Automation
data domain
Data modeling
Analytical
Technical
Business intelligence
Data mining"
Analyst,analyst infoware management service pvt ltd chennai bengaluru spark scala hadoop data analytics big data,3.0,Not disclosed,"Chennai, Bengaluru","spark
SCALA
Hadoop
Data analytics
big data"
Data Engineer,data engineer siemens gamesa renewable energy bengaluru renewable energy big data analytics analytical ssrs cloud siemens power data visualization,6.0,Not disclosed,Bengaluru,"Renewable energy
big data analytics
Analytical
SSRS
Cloud
Siemens
power bi
data visualization"
Data Engineer,data engineer execboardinasia bengaluru architecture scalability intellectual property engineer project management analytics principal,13.0,Not disclosed,Bengaluru,"Architecture
Scalability
Intellectual property
Engineering projects
Management
Analytics
Principal"
Data Engineer,data engineer ayla network bengaluru supply chain computer science architecture cassandra spark agile software development life cycle manager technology,5.5,Not disclosed,Bengaluru,"Supply chain
Computer science
Architecture
cassandra
spark
Agile
Software development life cycle
Manager Technology"
Data Engineer,data engineer xpheno bengaluru computer science sql metadata mis data structure data analytics ssis big data,7.5,Not disclosed,Bengaluru,"Computer science
MS SQL
metadata
MIS
Data structures
Data analytics
SSIS
big data"
Data Engineer,data engineer get simpl technologies private limit bengaluru computer science usage neo focus finance query credit underwrite data structure,3.0,Not disclosed,Bengaluru,"Computer science
Usage
neo4j
Focus
Finance
query
Credit underwriting
Data structures"
Big Data Engineer,big data engineer palyon service bengaluru business service web service soa senior management xml jsp,4.0,Not disclosed,Bengaluru,"Business services
Web services
SOA
Senior management
XML
JSP
J2Ee
HR"
Data Engineer,data engineer execboardinasia bengaluru application design architecture cod debug infrastructure program initio business intelligence,7.5,Not disclosed,Bengaluru,"Application design
Architecture
Coding
Debugging
Infrastructure
Programming
Ab Initio
Business intelligence"
Analyst,analyst client peoplelogic business solutions bengaluru bengaluru bangalore erp data management succession plan head mis report talent management human resources,0.5,Not disclosed,"Bengaluru, Bengaluru / Bangalore","ERP
MS Data management
Succession Planning
HR Head
MIS
Reports
Talent Management
Human Resources"
Data Engineer,data engineer class one exchange chennai bengaluru process development code service data process develop html,5.5,Not disclosed,"Chennai, Bengaluru","process
development
UX
code
Service
Data processing
developing
HTML"
Big Data Engineer,big data engineer aspiration bengaluru nosql cassandra flume customer support mongodb sqoop big data advertise,8.5,Not disclosed,Bengaluru,"NoSQL
cassandra
flume
Customer support
MongoDB
sqoop
big data
Advertising"
Big Data Engineer,big data engineer widasconcepts india pvt ltd bengaluru product engineer git consult agile healthcare system design unit test software quality,4.5,Not disclosed,Bengaluru,"Product engineering
GIT
Consulting
Agile
Healthcare
System design
Unit testing
software quality"
Data Engineer,data engineer ganit business solutions bengaluru hive spark scala hadoop program data process big data aws,6.5,Not disclosed,Bengaluru,"hive
spark
SCALA
Hadoop
Programming
Data processing
big data
AWS"
Data Engineer,data engineer kpmg bengaluru india analytical skills version control git orchestration ssas consult sql,4.5,Not disclosed,"Bengaluru, India","Analytical skills
Version control
GIT
orchestration
SSAS
Consulting
SQL"
Big Data Engineer,big data engineer talent zone consultant bengaluru big data engineer full stack developer company profile company name talent zone consultant,7.5,Not disclosed,Bengaluru,Big Data Engineer Full-Stack Developer Company Profile Company Name Talent Zone Consultant
Data Engineer,data engineer careerxperts consult bengaluru unix computer science linux mysql shell script consult agile data structure,2.5,Not disclosed,Bengaluru,"Unix
Computer science
Linux
MySQL
Shell scripting
Consulting
Agile
Data structures"
Data Engineer,data engineer palnar transmedia pvt ltd trivandrum bengaluru computer science linux data model production plan database design analytical mysql operations,10.5,Not disclosed,"Trivandrum, Bengaluru","Computer science
Linux
Data modeling
Production planning
Database design
Analytical
MySQL
Operations"
Big Data Engineer,big data engineer execboardinasia bengaluru solution architecture project management bill client engagement project plan management technology solutions management,13.0,Not disclosed,Bengaluru,"Solution architecture
Project management
Billing
Client engagement
Project planning
IT management
Technology solutions
Management"
Data Engineer,data engineer knoema bengaluru development data methodologies domain dbms skillsdata engineer datase sql server,3.5,Not disclosed,Bengaluru,"development
data
methodologies
domain
dbms
skillsData Engineer
datase
sql server"
Data Engineer,data engineer knoema bengaluru skills development data methodologies data engineer dbms datase sql server,3.5,Not disclosed,Bengaluru,"skills
development
data
methodologies
Data Engineer
dbms
datase
sql server"
